id	node1	node1;label	label	label;label	node2	node2;label	id	node1	node1;label	label	label;label	node2	node2;label
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P1480	Q671658-P36-Q165204-c80dbf16-0		P1480	'sourcing circumstances'@en	unknown	
Q671658-P36-Q165204-c80dbf16-0	Q671658	'Republic of Yucatán'@en	P36	'capital'@en	Q165204	'Mérida'@en	Q671658-P36-Q165204-c80dbf16-0-P1013	Q671658-P36-Q165204-c80dbf16-0		P1013	'criterion used'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P580	Q7443295-P36-Q1489-5378084c-0		P580	'start time'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P585	Q7443295-P36-Q1489-5378084c-0		P585	'point in time'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P582	Q7443295-P36-Q1489-5378084c-0		P582	'end time'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P1264	Q7443295-P36-Q1489-5378084c-0		P1264	'valid in period'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P459	Q7443295-P36-Q1489-5378084c-0		P459	'determination method'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P5102	Q7443295-P36-Q1489-5378084c-0		P5102	'nature of statement'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P828	Q7443295-P36-Q1489-5378084c-0		P828	'has cause'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P805	Q7443295-P36-Q1489-5378084c-0		P805	'statement is subject of'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P1534	Q7443295-P36-Q1489-5378084c-0		P1534	'end cause'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P3680	Q7443295-P36-Q1489-5378084c-0		P3680	'statement supported by'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P1480	Q7443295-P36-Q1489-5378084c-0		P1480	'sourcing circumstances'@en	unknown	
Q7443295-P36-Q1489-5378084c-0	Q7443295	'Second Federal Republic of Mexico'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q7443295-P36-Q1489-5378084c-0-P1013	Q7443295-P36-Q1489-5378084c-0		P1013	'criterion used'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P580	Q796651-P36-Q1489-648cf623-0		P580	'start time'@en	unknown	
Q796651-P36-Q1489-648cf623-0	Q796651	'Azcapotzalco'@en	P36	'capital'@en	Q1489	'Mexico City'@en	Q796651-P36-Q1489-648cf623-0-P585	Q796651-P36-Q1489-648cf623-0		P585	'point in time'@en	unknown	
