node1	node1;label	node1;valuetype	node1;valuetype_label	label	node2
P706	'located in/on physical feature'@en	Q67376938	'historic county of the United Kingdom'@en	count	2
P706	'located in/on physical feature'@en	Q7309443	'registration county'@en	count	2
P790	'approved by'@en	Q1520223	'constitutional republic'@en	count	2
P790	'approved by'@en	Q43702	'federation'@en	count	2
P790	'approved by'@en	Q484652	'international organization'@en	count	2
P790	'approved by'@en	Q619610	'social state'@en	count	2
P790	'approved by'@en	Q7270	'republic'@en	count	2
P790	'approved by'@en	Q859563	'secular state'@en	count	2
P793	'significant event'@en	Q625298	'peace treaty'@en	count	2
P797	'authority'@en	Q112099	'island nation'@en	count	2
P797	'authority'@en	Q1250464	'realm'@en	count	2
P797	'authority'@en	Q202686	'Commonwealth realm'@en	count	2
P797	'authority'@en	Q51576574	'Mediterranean country'@en	count	2
P797	'authority'@en	Q7270	'republic'@en	count	2
P805	'statement is subject of'@en	Q103903	'telephone numbering plan'@en	count	2
P805	'statement is subject of'@en	Q1302249	'cross-reference'@en	count	2
P805	'statement is subject of'@en	Q13418847	'historical event'@en	count	2
P805	'statement is subject of'@en	Q164142	'protectorate'@en	count	2
P805	'statement is subject of'@en	Q17334923	'location'@en	count	2
P805	'statement is subject of'@en	Q178561	'battle'@en	count	2
P805	'statement is subject of'@en	Q183366	'territory'@en	count	2
P805	'statement is subject of'@en	Q18414273	'high commission'@en	count	2
P805	'statement is subject of'@en	Q185113	'cape'@en	count	2
P805	'statement is subject of'@en	Q186516	'national flag'@en	count	2
P805	'statement is subject of'@en	Q188055	'siege'@en	count	2
P805	'statement is subject of'@en	Q188686	'military occupation'@en	count	2
P805	'statement is subject of'@en	Q1969448	'term'@en	count	2
P805	'statement is subject of'@en	Q19953632	'former administrative territorial entity'@en	count	2
P805	'statement is subject of'@en	Q208500	'principality'@en	count	2
P805	'statement is subject of'@en	Q21146257	'type'@en	count	2
P805	'statement is subject of'@en	Q213283	'diplomatic mission'@en	count	2
P805	'statement is subject of'@en	Q219919	'local mean time'@en	count	2
P805	'statement is subject of'@en	Q2221906	'geographic location'@en	count	2
P805	'statement is subject of'@en	Q2325350	'state treaty'@en	count	2
P805	'statement is subject of'@en	Q23691	'national anthem'@en	count	2
P805	'statement is subject of'@en	Q3249551	'process'@en	count	2
P805	'statement is subject of'@en	Q37901	'strait'@en	count	2
P805	'statement is subject of'@en	Q384982	'Israel–Lebanon border'@en	count	2
P805	'statement is subject of'@en	Q4162051	'diplomatic relations'@en	count	2
P805	'statement is subject of'@en	Q4167410	'Wikimedia disambiguation page'@en	count	2
P805	'statement is subject of'@en	Q4167836	'Wikimedia category'@en	count	2
P805	'statement is subject of'@en	Q41710	'ethnic group'@en	count	2
P805	'statement is subject of'@en	Q43229	'organization'@en	count	2
P805	'statement is subject of'@en	Q5244910	'de facto embassy'@en	count	2
P805	'statement is subject of'@en	Q532	'village'@en	count	2
P805	'statement is subject of'@en	Q5589178	'regime'@en	count	2
P805	'statement is subject of'@en	Q579581	'Taipei Representative Office'@en	count	2
P805	'statement is subject of'@en	Q590232	'geographical center'@en	count	2
P805	'statement is subject of'@en	Q59532	'Christianization'@en	count	2
P805	'statement is subject of'@en	Q610018	'foreign relations'@en	count	2
P805	'statement is subject of'@en	Q66374263	'religion of an area'@en	count	2
P805	'statement is subject of'@en	Q680655	'constitutional document'@en	count	2
P805	'statement is subject of'@en	Q816829	'periodization'@en	count	2
P805	'statement is subject of'@en	Q83311	'Persian Empire'@en	count	2
P805	'statement is subject of'@en	Q861911	'speech'@en	count	2
P805	'statement is subject of'@en	Q864737	'unequal treaty'@en	count	2
P805	'statement is subject of'@en	Q896903	'round table'@en	count	2
P805	'statement is subject of'@en	Q9557810	'bilateral treaty'@en	count	2
P805	'statement is subject of'@en	Q95985724	'geographic history of Saudi Arabia'@en	count	2
P805	'statement is subject of'@en	Q96182830	'Former neutral zones of the Arabian Kingdom'@en	count	2
P805	'statement is subject of'@en	Q977099	'China–Kazakhstan relations'@en	count	2
P807	'separated from'@en	Q112099	'island nation'@en	count	2
P807	'separated from'@en	Q188800	'personal union'@en	count	2
P807	'separated from'@en	Q202686	'Commonwealth realm'@en	count	2
P828	'has cause'@en	Q107706	'armistice'@en	count	2
P828	'has cause'@en	Q1190554	'occurrence'@en	count	2
P828	'has cause'@en	Q13408009	'French law'@en	count	2
P828	'has cause'@en	Q1789452	'criterion'@en	count	2
P828	'has cause'@en	Q180684	'conflict'@en	count	2
P828	'has cause'@en	Q183366	'territory'@en	count	2
P828	'has cause'@en	Q18603729	'dissolution of an administrative territorial entity'@en	count	2
P828	'has cause'@en	Q194465	'annexation'@en	count	2
P828	'has cause'@en	Q2571972	'decree'@en	count	2
P828	'has cause'@en	Q2703920	'ordinance'@en	count	2
P828	'has cause'@en	Q476068	'Act of Congress in the United States'@en	count	2
P841	'feast day'@en	Q14795564	'point in time with respect to recurrent timeframe'@en	count	2
P92	'main regulatory text'@en	Q625298	'peace treaty'@en	count	2
P92	'main regulatory text'@en	Q6934728	'multilateral treaty'@en	count	2
P1001	'applies to jurisdiction'@en	Q106589826	'Finnish National Land Survey place type'@en	count	1
P1001	'applies to jurisdiction'@en	Q112099	'island nation'@en	count	1
P1001	'applies to jurisdiction'@en	Q1211369	'the empire on which the sun never sets'@en	count	1
P1001	'applies to jurisdiction'@en	Q1250464	'realm'@en	count	1
P1001	'applies to jurisdiction'@en	Q12759805	'sultanate'@en	count	1
P1001	'applies to jurisdiction'@en	Q1323642	'transcontinental country'@en	count	1
P1001	'applies to jurisdiction'@en	Q1335818	'supranational union'@en	count	1
P1001	'applies to jurisdiction'@en	Q151885	'concept'@en	count	1
P1001	'applies to jurisdiction'@en	Q15634554	'state with limited recognition'@en	count	1
P1001	'applies to jurisdiction'@en	Q161243	'dependent territory'@en	count	1
P1001	'applies to jurisdiction'@en	Q171441	'enclave'@en	count	1
P1001	'applies to jurisdiction'@en	Q179164	'unitary state'@en	count	1
P1001	'applies to jurisdiction'@en	Q192287	'subdivisions of Russia'@en	count	1
P1001	'applies to jurisdiction'@en	Q1977835	'autonomous republic'@en	count	1
P1001	'applies to jurisdiction'@en	Q200464	'Portuguese Empire'@en	count	1
P1001	'applies to jurisdiction'@en	Q309166	'autonomous oblast of Russia'@en	count	1
P1001	'applies to jurisdiction'@en	Q41614	'constitutional monarchy'@en	count	1
P1001	'applies to jurisdiction'@en	Q417175	'kingdom'@en	count	1
P1001	'applies to jurisdiction'@en	Q4209223	'Rechtsstaat'@en	count	1
P1001	'applies to jurisdiction'@en	Q43702	'federation'@en	count	1
P1001	'applies to jurisdiction'@en	Q48349	'empire'@en	count	1
P1001	'applies to jurisdiction'@en	Q619610	'social state'@en	count	1
P1001	'applies to jurisdiction'@en	Q7275	'state'@en	count	1
P1001	'applies to jurisdiction'@en	Q82794	'geographic region'@en	count	1
P1001	'applies to jurisdiction'@en	Q842112	'socialist state'@en	count	1
P1001	'applies to jurisdiction'@en	Q849866	'communist state'@en	count	1
P101	'field of work'@en	Q1047113	'specialty'@en	count	1
P101	'field of work'@en	Q11862829	'academic discipline'@en	count	1
P101	'field of work'@en	Q1756157	'area of law'@en	count	1
P101	'field of work'@en	Q2267705	'field of study'@en	count	1
P101	'field of work'@en	Q4671286	'academic major'@en	count	1
P1011	'excluding'@en	Q12813115	'urban area in Sweden'@en	count	1
P1011	'excluding'@en	Q13220204	'second-level administrative country subdivision'@en	count	1
P1011	'excluding'@en	Q15310171	'seaport'@en	count	1
P1011	'excluding'@en	Q164142	'protectorate'@en	count	1
P1011	'excluding'@en	Q183342	'federal city of Russia'@en	count	1
P1011	'excluding'@en	Q192611	'electoral district'@en	count	1
P1011	'excluding'@en	Q23442	'island'@en	count	1
P1011	'excluding'@en	Q249556	'railway company'@en	count	1
P1011	'excluding'@en	Q26807495	'district of the French Southern and Antarctic Lands'@en	count	1
P1011	'excluding'@en	Q312461	'terra nullius'@en	count	1
P1011	'excluding'@en	Q35657	'U.S. state'@en	count	1
P1011	'excluding'@en	Q3750285	'administrative territorial entity of Canada'@en	count	1
P1011	'excluding'@en	Q41162	'republic of Russia'@en	count	1
P1011	'excluding'@en	Q44551483	'city'@en	count	1
P1011	'excluding'@en	Q5119	'capital'@en	count	1
P1011	'excluding'@en	Q7930989	'city/town'@en	count	1
P1011	'excluding'@en	Q82794	'geographic region'@en	count	1
P1012	'including'@en	Q1288568	'modern language'@en	count	1
P1012	'including'@en	Q1322134	'gulf'@en	count	1
P1012	'including'@en	Q133156	'colony'@en	count	1
P1012	'including'@en	Q2914565	'autonomous region of Portugal'@en	count	1
P1012	'including'@en	Q33384	'dialect'@en	count	1
P1012	'including'@en	Q34763	'peninsula'@en	count	1
P1012	'including'@en	Q4445055	'subregion of Portugal'@en	count	1
P1013	'criterion used'@en	Q131569	'treaty'@en	count	1
P1013	'criterion used'@en	Q1361229	'conquest'@en	count	1
P1013	'criterion used'@en	Q151885	'concept'@en	count	1
P1013	'criterion used'@en	Q1580166	'dictionary entry'@en	count	1
P1013	'criterion used'@en	Q19478619	'metaclass'@en	count	1
P1013	'criterion used'@en	Q19705	'criminal code'@en	count	1
P1013	'criterion used'@en	Q198	'war'@en	count	1
P1013	'criterion used'@en	Q21278897	'Wiktionary redirect'@en	count	1
P1013	'criterion used'@en	Q23442	'island'@en	count	1
P1013	'criterion used'@en	Q71533077	'Wikibase reason for preferred rank'@en	count	1
P1013	'criterion used'@en	Q96758092	'type of regulation and control'@en	count	1
P102	'member of political party'@en	Q60170135	'political alliance'@en	count	1
P112	'founded by'@en	Q20901295	'foreign affairs ministry'@en	count	1
P112	'founded by'@en	Q3152824	'cultural institution'@en	count	1
P112	'founded by'@en	Q327333	'government agency'@en	count	1
P112	'founded by'@en	Q7878545	'Ukrainian ministry'@en	count	1
P119	'place of burial'@en	Q39614	'cemetery'@en	count	1
P122	'basic form of government'@en	Q183039	'form of state'@en	count	1
P122	'basic form of government'@en	Q2738074	'political movement'@en	count	1
P122	'basic form of government'@en	Q28108	'political system'@en	count	1
P123	'publisher'@en	Q4830453	'business'@en	count	1
P123	'publisher'@en	Q6881511	'enterprise'@en	count	1
P123	'publisher'@en	Q891723	'public company'@en	count	1
P1264	'valid in period'@en	Q112151069	'district of Gran Colombia'@en	count	1
P1264	'valid in period'@en	Q11330026	'Historical'@en	count	1
P1264	'valid in period'@en	Q15401633	'archaeological period'@en	count	1
P1264	'valid in period'@en	Q1695783	'Real Audiencia'@en	count	1
P1264	'valid in period'@en	Q465299	'archaeological culture'@en	count	1
P1264	'valid in period'@en	Q47018901	'calendar month'@en	count	1
P1264	'valid in period'@en	Q48349	'empire'@en	count	1
P1269	'facet of'@en	Q10931	'revolution'@en	count	1
P1269	'facet of'@en	Q13418847	'historical event'@en	count	1
P127	'owned by'@en	Q3024240	'historical country'@en	count	1
P127	'owned by'@en	Q417175	'kingdom'@en	count	1
P131	'located in the administrative territorial entity'@en	Q1352230	'territory of the United States'@en	count	1
P131	'located in the administrative territorial entity'@en	Q15303838	'municipality seat'@en	count	1
P131	'located in the administrative territorial entity'@en	Q1841580	'commune of Angola'@en	count	1
P131	'located in the administrative territorial entity'@en	Q185113	'cape'@en	count	1
P131	'located in the administrative territorial entity'@en	Q20181813	'colonial power'@en	count	1
P131	'located in the administrative territorial entity'@en	Q207326	'summit'@en	count	1
P131	'located in the administrative territorial entity'@en	Q209824	'oblast of Bulgaria'@en	count	1
P131	'located in the administrative territorial entity'@en	Q22670030	'former French region'@en	count	1
P131	'located in the administrative territorial entity'@en	Q23442	'island'@en	count	1
P131	'located in the administrative territorial entity'@en	Q26807495	'district of the French Southern and Antarctic Lands'@en	count	1
P131	'located in the administrative territorial entity'@en	Q33837	'archipelago'@en	count	1
P131	'located in the administrative territorial entity'@en	Q3502482	'cultural region'@en	count	1
P131	'located in the administrative territorial entity'@en	Q46395	'British overseas territories'@en	count	1
P131	'located in the administrative territorial entity'@en	Q47488809	'country for sports'@en	count	1
P131	'located in the administrative territorial entity'@en	Q486972	'human settlement'@en	count	1
P131	'located in the administrative territorial entity'@en	Q515	'city'@en	count	1
P131	'located in the administrative territorial entity'@en	Q5153359	'municipality of the Czech Republic'@en	count	1
P131	'located in the administrative territorial entity'@en	Q6256	'country'@en	count	1
P131	'located in the administrative territorial entity'@en	Q63791824	'country bordering the Baltic Sea'@en	count	1
P131	'located in the administrative territorial entity'@en	Q66724388	'autonomous country within the Kingdom of Denmark'@en	count	1
P131	'located in the administrative territorial entity'@en	Q70208	'municipality of Switzerland'@en	count	1
P131	'located in the administrative territorial entity'@en	Q719487	'French overseas collectivity'@en	count	1
P131	'located in the administrative territorial entity'@en	Q7252696	'province of Spanish America'@en	count	1
P131	'located in the administrative territorial entity'@en	Q7275	'state'@en	count	1
P131	'located in the administrative territorial entity'@en	Q89487741	'city of Bulgaria'@en	count	1
P131	'located in the administrative territorial entity'@en	Q902814	'border town'@en	count	1
P1310	'statement disputed by'@en	Q1048835	'political territorial entity'@en	count	1
P1310	'statement disputed by'@en	Q1088391	'rump state'@en	count	1
P1310	'statement disputed by'@en	Q1250464	'realm'@en	count	1
P1310	'statement disputed by'@en	Q131569	'treaty'@en	count	1
P1310	'statement disputed by'@en	Q1335818	'supranational union'@en	count	1
P1310	'statement disputed by'@en	Q1530022	'religious organization'@en	count	1
P1310	'statement disputed by'@en	Q15627509	'military organization'@en	count	1
P1310	'statement disputed by'@en	Q170156	'confederation'@en	count	1
P1310	'statement disputed by'@en	Q17127659	'terrorist organization'@en	count	1
P1310	'statement disputed by'@en	Q189898	'emirate'@en	count	1
P1310	'statement disputed by'@en	Q2738074	'political movement'@en	count	1
P1310	'statement disputed by'@en	Q3623811	'economic union'@en	count	1
P1310	'statement disputed by'@en	Q4006	'map'@en	count	1
P1310	'statement disputed by'@en	Q4120211	'regional organization'@en	count	1
P1310	'statement disputed by'@en	Q41362222	'type of map'@en	count	1
P1310	'statement disputed by'@en	Q7210356	'political organization'@en	count	1
P1310	'statement disputed by'@en	Q727002	'charter'@en	count	1
P1310	'statement disputed by'@en	Q788176	'autonomous administrative territorial entity'@en	count	1
P1310	'statement disputed by'@en	Q877358	'United Nations Security Council resolution'@en	count	1
P1313	'office held by head of government'@en	Q4164871	'position'@en	count	1
P1365	'replaces'@en	Q1149061	'Sprachraum'@en	count	1
P1365	'replaces'@en	Q1200957	'tourist destination'@en	count	1
P1365	'replaces'@en	Q123480	'landlocked country'@en	count	1
P1365	'replaces'@en	Q1250464	'realm'@en	count	1
P1365	'replaces'@en	Q1309121	'hermit kingdom'@en	count	1
P1365	'replaces'@en	Q1335818	'supranational union'@en	count	1
P1365	'replaces'@en	Q15284	'municipality'@en	count	1
P1365	'replaces'@en	Q1637706	'million city'@en	count	1
P1365	'replaces'@en	Q164950	'dynasty'@en	count	1
P1365	'replaces'@en	Q17154131	'12 month calendar'@en	count	1
P1365	'replaces'@en	Q198	'war'@en	count	1
P1365	'replaces'@en	Q19832712	'historical administrative division'@en	count	1
P1365	'replaces'@en	Q223832	'dominion of the British Empire'@en	count	1
P1365	'replaces'@en	Q236036	'republics of the Soviet Union'@en	count	1
P1365	'replaces'@en	Q2716259	'metropolitan municipality in Turkey'@en	count	1
P1365	'replaces'@en	Q28783456	'obsolete currency'@en	count	1
P1365	'replaces'@en	Q325261	'satellite state'@en	count	1
P1365	'replaces'@en	Q3502482	'cultural region'@en	count	1
P1365	'replaces'@en	Q3957	'town'@en	count	1
P1365	'replaces'@en	Q5119	'capital'@en	count	1
P1365	'replaces'@en	Q5249171	'decimal calendar'@en	count	1
P1365	'replaces'@en	Q6024226	'metropolitan municipality'@en	count	1
P1365	'replaces'@en	Q625298	'peace treaty'@en	count	1
P1365	'replaces'@en	Q678116	'government in exile'@en	count	1
P1365	'replaces'@en	Q707813	'Hanseatic city'@en	count	1
P1365	'replaces'@en	Q7270	'republic'@en	count	1
P1365	'replaces'@en	Q8142	'currency'@en	count	1
P1365	'replaces'@en	Q82794	'geographic region'@en	count	1
P1365	'replaces'@en	Q842112	'socialist state'@en	count	1
P1365	'replaces'@en	Q849866	'communist state'@en	count	1
P1365	'replaces'@en	Q859563	'secular state'@en	count	1
P1365	'replaces'@en	Q925381	'city with powiat rights'@en	count	1
P1366	'replaced by'@en	Q1048835	'political territorial entity'@en	count	1
P1366	'replaced by'@en	Q105543609	'musical work/composition'@en	count	1
P1366	'replaced by'@en	Q1147395	'district of Turkey'@en	count	1
P1366	'replaced by'@en	Q11514315	'historical period'@en	count	1
P1366	'replaced by'@en	Q1309121	'hermit kingdom'@en	count	1
P1366	'replaced by'@en	Q13107770	'archipelagic state'@en	count	1
P1366	'replaced by'@en	Q133156	'colony'@en	count	1
P1366	'replaced by'@en	Q14083	'dollar'@en	count	1
P1366	'replaced by'@en	Q1489259	'superpower'@en	count	1
P1366	'replaced by'@en	Q14946528	'conflation'@en	count	1
P1366	'replaced by'@en	Q15284	'municipality'@en	count	1
P1366	'replaced by'@en	Q164950	'dynasty'@en	count	1
P1366	'replaced by'@en	Q16887380	'group'@en	count	1
P1366	'replaced by'@en	Q179164	'unitary state'@en	count	1
P1366	'replaced by'@en	Q1951661	'member states of the Association of Southeast Asian Nations'@en	count	1
P1366	'replaced by'@en	Q19953632	'former administrative territorial entity'@en	count	1
P1366	'replaced by'@en	Q20181813	'colonial power'@en	count	1
P1366	'replaced by'@en	Q2716259	'metropolitan municipality in Turkey'@en	count	1
P1366	'replaced by'@en	Q28783456	'obsolete currency'@en	count	1
P1366	'replaced by'@en	Q28795800	'decimal currency'@en	count	1
P1366	'replaced by'@en	Q29569274	'former name'@en	count	1
P1366	'replaced by'@en	Q339180	'pound'@en	count	1
P1366	'replaced by'@en	Q417175	'kingdom'@en	count	1
P1366	'replaced by'@en	Q43702	'federation'@en	count	1
P1366	'replaced by'@en	Q5119	'capital'@en	count	1
P1366	'replaced by'@en	Q5255892	'democratic republic'@en	count	1
P1366	'replaced by'@en	Q56061	'administrative territorial entity'@en	count	1
P1366	'replaced by'@en	Q6024226	'metropolitan municipality'@en	count	1
P1366	'replaced by'@en	Q619610	'social state'@en	count	1
P1366	'replaced by'@en	Q8142	'currency'@en	count	1
P1366	'replaced by'@en	Q82794	'geographic region'@en	count	1
P1366	'replaced by'@en	Q99541706	'historical unrecognized state'@en	count	1
P1398	'structure replaces'@en	Q3024240	'historical country'@en	count	1
P1398	'structure replaces'@en	Q3624078	'sovereign state'@en	count	1
P1398	'structure replaces'@en	Q465613	'people\'s republic'@en	count	1
P1416	'affiliation'@en	Q1192063	'Islamic denomination'@en	count	1
P1416	'affiliation'@en	Q13414953	'religious denomination'@en	count	1
P1416	'affiliation'@en	Q1478443	'association football federation'@en	count	1
P1416	'affiliation'@en	Q37178026	'meta-organization'@en	count	1
P1416	'affiliation'@en	Q4204511	'historic church'@en	count	1
P1416	'affiliation'@en	Q879146	'Christian denomination'@en	count	1
P1416	'affiliation'@en	Q906278	'country code'@en	count	1
P1427	'start point'@en	Q185113	'cape'@en	count	1
P1427	'start point'@en	Q191992	'headland'@en	count	1
P1427	'start point'@en	Q34763	'peninsula'@en	count	1
P1433	'published in'@en	Q277759	'book series'@en	count	1
P1433	'published in'@en	Q41298	'magazine'@en	count	1
P1478	'has immediate cause'@en	Q1219394	'independence referendum'@en	count	1
P1478	'has immediate cause'@en	Q1307214	'form of government'@en	count	1
P1478	'has immediate cause'@en	Q2070258	'Universal'@en	count	1
P1478	'has immediate cause'@en	Q2620826	'declaration'@en	count	1
P1478	'has immediate cause'@en	Q49848	'document'@en	count	1
P1478	'has immediate cause'@en	Q62662439	'declaration'@en	count	1
P1478	'has immediate cause'@en	Q820655	'statute'@en	count	1
P1480	'sourcing circumstances'@en	Q21484471	'Wikipedia article covering multiple topics'@en	count	1
P150	'contains administrative territorial entity'@en	Q202216	'overseas department and region of France'@en	count	1
P150	'contains administrative territorial entity'@en	Q36784	'region of France'@en	count	1
P1534	'end cause'@en	Q1006233	'federal intervention'@en	count	1
P1534	'end cause'@en	Q107706	'armistice'@en	count	1
P1534	'end cause'@en	Q10931	'revolution'@en	count	1
P1534	'end cause'@en	Q124734	'rebellion'@en	count	1
P1534	'end cause'@en	Q1323572	'reform movement'@en	count	1
P1534	'end cause'@en	Q180684	'conflict'@en	count	1
P1534	'end cause'@en	Q183366	'territory'@en	count	1
P1534	'end cause'@en	Q18603729	'dissolution of an administrative territorial entity'@en	count	1
P1534	'end cause'@en	Q188055	'siege'@en	count	1
P1534	'end cause'@en	Q194465	'annexation'@en	count	1
P1534	'end cause'@en	Q43109	'referendum'@en	count	1
P1534	'end cause'@en	Q467011	'invasion'@en	count	1
P1534	'end cause'@en	Q4677783	'Act of the Parliament of the United Kingdom'@en	count	1
P1534	'end cause'@en	Q93288	'contract'@en	count	1
P1535	'used by'@en	Q1620908	'historical region'@en	count	1
P1535	'used by'@en	Q179164	'unitary state'@en	count	1
P1535	'used by'@en	Q23037160	'quasi-state'@en	count	1
P1535	'used by'@en	Q236036	'republics of the Soviet Union'@en	count	1
P1535	'used by'@en	Q4835091	'territory'@en	count	1
P1535	'used by'@en	Q82794	'geographic region'@en	count	1
P1542	'has effect'@en	Q18603729	'dissolution of an administrative territorial entity'@en	count	1
P1542	'has effect'@en	Q22087155	'end cause'@en	count	1
P155	'follows'@en	Q1335818	'supranational union'@en	count	1
P155	'follows'@en	Q15239622	'disputed territory'@en	count	1
P155	'follows'@en	Q353344	'countship'@en	count	1
P155	'follows'@en	Q417175	'kingdom'@en	count	1
P155	'follows'@en	Q465613	'people\'s republic'@en	count	1
P155	'follows'@en	Q48349	'empire'@en	count	1
P155	'follows'@en	Q5036886	'Captaincies of the Spanish Empire'@en	count	1
P155	'follows'@en	Q57362	'autonomous region of the People\'s Republic of China'@en	count	1
P155	'follows'@en	Q836688	'ancient Chinese state'@en	count	1
P155	'follows'@en	Q842112	'socialist state'@en	count	1
P155	'follows'@en	Q849866	'communist state'@en	count	1
P155	'follows'@en	Q859563	'secular state'@en	count	1
P1552	'has quality'@en	Q104637420	'sourcing circumstance'@en	count	1
P1552	'has quality'@en	Q108606989	'Wikimedia article badge'@en	count	1
P1552	'has quality'@en	Q1288568	'modern language'@en	count	1
P1552	'has quality'@en	Q1789452	'criterion'@en	count	1
P1552	'has quality'@en	Q1969448	'term'@en	count	1
P1552	'has quality'@en	Q27949697	'Wikibase reason for deprecated rank'@en	count	1
P1552	'has quality'@en	Q33104279	'philosophical concept'@en	count	1
P1552	'has quality'@en	Q33742	'natural language'@en	count	1
P1552	'has quality'@en	Q34770	'language'@en	count	1
P1552	'has quality'@en	Q71533077	'Wikibase reason for preferred rank'@en	count	1
P156	'followed by'@en	Q112099	'island nation'@en	count	1
P156	'followed by'@en	Q1127126	'military alliance'@en	count	1
P156	'followed by'@en	Q11514315	'historical period'@en	count	1
P156	'followed by'@en	Q12136	'disease'@en	count	1
P156	'followed by'@en	Q123480	'landlocked country'@en	count	1
P156	'followed by'@en	Q1323642	'transcontinental country'@en	count	1
P156	'followed by'@en	Q1371288	'vassal state'@en	count	1
P156	'followed by'@en	Q154547	'duchy'@en	count	1
P156	'followed by'@en	Q170156	'confederation'@en	count	1
P156	'followed by'@en	Q17259945	'province of the Spanish Empire'@en	count	1
P156	'followed by'@en	Q188800	'personal union'@en	count	1
P156	'followed by'@en	Q19953632	'former administrative territorial entity'@en	count	1
P156	'followed by'@en	Q20181813	'colonial power'@en	count	1
P156	'followed by'@en	Q20203507	'viceroyalty of the Spanish Empire'@en	count	1
P156	'followed by'@en	Q202686	'Commonwealth realm'@en	count	1
P156	'followed by'@en	Q20937557	'series'@en	count	1
P156	'followed by'@en	Q2577883	'occupied territory'@en	count	1
P156	'followed by'@en	Q417175	'kingdom'@en	count	1
P156	'followed by'@en	Q5	'human'@en	count	1
P156	'followed by'@en	Q5036886	'Captaincies of the Spanish Empire'@en	count	1
P156	'followed by'@en	Q532	'village'@en	count	1
P156	'followed by'@en	Q816829	'periodization'@en	count	1
P156	'followed by'@en	Q83311	'Persian Empire'@en	count	1
P156	'followed by'@en	Q859563	'secular state'@en	count	1
P156	'followed by'@en	Q929833	'rare disease'@en	count	1
P159	'headquarters location'@en	Q207694	'art museum'@en	count	1
P159	'headquarters location'@en	Q33506	'museum'@en	count	1
P159	'headquarters location'@en	Q53536964	'royal palace'@en	count	1
P159	'headquarters location'@en	Q7138926	'parliament building'@en	count	1
P159	'headquarters location'@en	Q751876	'château'@en	count	1
P1629	'Wikidata item of this property'@en	Q625298	'peace treaty'@en	count	1
P17	'country'@en	Q1048835	'political territorial entity'@en	count	1
P17	'country'@en	Q1402592	'island group'@en	count	1
P17	'country'@en	Q5164076	'constituent state'@en	count	1
P17	'country'@en	Q56061	'administrative territorial entity'@en	count	1
P1706	'together with'@en	Q1075	'color'@en	count	1
P1706	'together with'@en	Q214609	'material'@en	count	1
P1706	'together with'@en	Q486972	'human settlement'@en	count	1
P1706	'together with'@en	Q839954	'archaeological site'@en	count	1
P180	'depicts'@en	Q12737077	'occupation'@en	count	1
P180	'depicts'@en	Q15042037	'statistical territorial entity'@en	count	1
P180	'depicts'@en	Q1549591	'big city'@en	count	1
P180	'depicts'@en	Q2207288	'craft'@en	count	1
P180	'depicts'@en	Q2264924	'port settlement'@en	count	1
P180	'depicts'@en	Q34763	'peninsula'@en	count	1
P180	'depicts'@en	Q657326	'estates of the realm'@en	count	1
P180	'depicts'@en	Q96482621	'administrative territory in South Africa'@en	count	1
P1889	'different from'@en	Q1088391	'rump state'@en	count	1
P1889	'different from'@en	Q1147274	'Apostolic see'@en	count	1
P1889	'different from'@en	Q1896989	'subject of international law'@en	count	1
P194	'legislative body'@en	Q621985	'Spanish regional parliament'@en	count	1
P2303	'exception to constraint'@en	Q510662	'ring road'@en	count	1
P2348	'time period'@en	Q103495	'world war'@en	count	1
P2348	'time period'@en	Q3024240	'historical country'@en	count	1
P2348	'time period'@en	Q7270	'republic'@en	count	1
P2354	'has list'@en	Q66715753	'Wikimedia list of persons by position held'@en	count	1
P2354	'has list'@en	Q80096233	'information list'@en	count	1
P2567	'amended by'@en	Q1763090	'sentence'@en	count	1
P263	'official residence'@en	Q1365179	'private mansion'@en	count	1
P263	'official residence'@en	Q15848826	'city palace'@en	count	1
P263	'official residence'@en	Q33506	'museum'@en	count	1
P263	'official residence'@en	Q41176	'building'@en	count	1
P263	'official residence'@en	Q43229	'organization'@en	count	1
P263	'official residence'@en	Q751876	'château'@en	count	1
P263	'official residence'@en	Q811979	'architectural structure'@en	count	1
P275	'copyright license'@en	Q196294	'open license'@en	count	1
P275	'copyright license'@en	Q25047642	'public-domain-equivalent license'@en	count	1
P275	'copyright license'@en	Q284742	'Creative Commons license'@en	count	1
P275	'copyright license'@en	Q30939938	'Open Definition conformant license'@en	count	1
P275	'copyright license'@en	Q797551	'waiver'@en	count	1
P276	'location'@en	Q1025961	'capital of Japan'@en	count	1
P276	'location'@en	Q1039805	'Uvala'@en	count	1
P276	'location'@en	Q1044181	'state of Palau'@en	count	1
P276	'location'@en	Q1065592	'desert island'@en	count	1
P276	'location'@en	Q1066984	'financial centre'@en	count	1
P276	'location'@en	Q1070990	'county-level city'@en	count	1
P276	'location'@en	Q1137833	'core city of Japan'@en	count	1
P276	'location'@en	Q1145012	'special city of Japan'@en	count	1
P276	'location'@en	Q1161185	'high island'@en	count	1
P276	'location'@en	Q1180262	'residenz'@en	count	1
P276	'location'@en	Q1187811	'college town'@en	count	1
P276	'location'@en	Q1200957	'tourist destination'@en	count	1
P276	'location'@en	Q1248784	'airport'@en	count	1
P276	'location'@en	Q129264	'phantom island'@en	count	1
P276	'location'@en	Q130003	'ski resort'@en	count	1
P276	'location'@en	Q13220204	'second-level administrative country subdivision'@en	count	1
