node1	node1;label	label	node2
Q2196956	'Kingdom of Norway (872–1397)'@en	count	12
Q2221701	'Sangli State'@en	count	12
Q2253783	'Kingdom of Glywysing'@en	count	12
Q2268597	'United Provinces of Central Italy'@en	count	12
Q2273304	'Moravian Serbia'@en	count	12
Q2290502	'Sitamau State'@en	count	12
Q2308885	'Lemko Republic'@en	count	12
Q2326511	'Republica Bernensis'@en	count	12
Q23501351	'Shamshadil'@en	count	12
Q23541302	'Kaluga Soviet Republic'@en	count	12
Q2368688	'Republic of Cabinda'@en	count	12
Q2390716	'Kingdom of Pajang'@en	count	12
Q2412900	'Republic of Salé'@en	count	12
Q2413855	'Juliana Republic'@en	count	12
Q2456191	'Kingdom of Seisyllwg'@en	count	12
Q248572	'Sultanate of Maguindanao'@en	count	12
Q2510537	'Komancza Republic'@en	count	12
Q2528503	'Sarmatia'@en	count	12
Q2548416	'Wankaner State'@en	count	12
Q2624304	'Charkhari State'@en	count	12
Q26472	'Dali Kingdom'@en	count	12
Q2817348	'Bima Sultanate'@en	count	12
Q28307	'Mustang'@en	count	12
Q2899771	'Principality of Hungary'@en	count	12
Q2989469	'Makran'@en	count	12
Q3048062	'Orange River Sovereignty'@en	count	12
Q322062	'Duchy of Jülich-Berg'@en	count	12
Q3267672	'Republic of Entre Ríos'@en	count	12
Q3284315	'Pasai'@en	count	12
Q3302610	'Restored Hanthawaddy Kingdom'@en	count	12
Q3321385	'Yeke Kingdom'@en	count	12
Q3446232	'Tanjungpura Kingdom'@en	count	12
Q3486796	'Republic of the Sudan'@en	count	12
Q3503548	'Sultanate of Bulungan'@en	count	12
Q3503559	'Sultanate of Serdang'@en	count	12
Q3560494	'Eastern Xia'@en	count	12
Q3738649	'Dual monarchy of England and France'@en	count	12
Q3963975	'Akkalkot State'@en	count	12
Q4147012	'State of Buryat-Mongolia'@en	count	12
Q4147015	'Principality of Philaretos Brachamios'@en	count	12
Q4184652	'Transcaspian Government'@en	count	12
Q4208290	'Kazikumukh Khanate'@en	count	12
Q4208754	'Kaitag Utsmiate'@en	count	12
Q4397927	'Russian Democratic Federative Republic'@en	count	12
Q481766	'Amurru kingdom'@en	count	12
Q498735	'division of Korea'@en	count	12
Q502009	'State of Maranhão'@en	count	12
Q509572	'Koch Bihar'@en	count	12
Q5102103	'Reddy Dynasty'@en	count	12
Q5589262	'Government of National Salvation'@en	count	12
Q560771	'Margraviate of Baden-Baden'@en	count	12
Q581741	'Chimor'@en	count	12
Q5947557	'Taifa of Ceuta (1061-1084)'@en	count	12
Q63135869	'Ayyubid Sultanate'@en	count	12
Q665833	'Soviet Republic of Naissaar'@en	count	12
Q668415	'Orchha State'@en	count	12
Q669241	'League of Lezhë'@en	count	12
Q68257522	'State of Guatemala'@en	count	12
Q691037	'Busoga'@en	count	12
Q703195	'Later Balhae'@en	count	12
Q707917	'East Hebei Autonomous Council'@en	count	12
Q7882199	'Burgundian State'@en	count	12
Q796651	'Azcapotzalco'@en	count	12
Q836169	'Qasim Khanate'@en	count	12
Q838416	'Association internationale du Congo'@en	count	12
Q861784	'Sultanate of Mogadishu'@en	count	12
Q871792	'Ottoman Greece'@en	count	12
Q87791	'Frisian Kingdom'@en	count	12
Q892272	'Bundu'@en	count	12
Q903061	'Cochinchina Autonomous Republic'@en	count	12
Q922317	'Morvi State'@en	count	12
Q941887	'Beylik of Karasi'@en	count	12
Q973433	'Dungarpur State'@en	count	12
Q999381	'Jefferson Territory'@en	count	12
Q1068408	'Kuru Kingdom'@en	count	11
Q1071493	'Chhatarpur State'@en	count	11
Q1088024	'Meirionnydd'@en	count	11
Q11704201	'Taifa of Arjona'@en	count	11
Q1172593	'Dathina'@en	count	11
Q11750128	'Kingdom of Poland'@en	count	11
Q11950939	'Tasik'@en	count	11
Q1196298	'Chouchi Kingdom'@en	count	11
Q1207105	'Dewas State'@en	count	11
Q12183875	'Sharifian Empire'@en	count	11
Q121869	'Nupe'@en	count	11
Q1255614	'Indo-Parthian Kingdom'@en	count	11
Q12642600	'Middle Assyrian Empire'@en	count	11
Q12817455	'County of Nassau'@en	count	11
Q1295806	'Lower Yafa'@en	count	11
Q129799	'Bukey Horde'@en	count	11
Q1322424	'Maakhir'@en	count	11
Q1345964	'Gododdin'@en	count	11
Q13496558	'Bishopric of Brixen'@en	count	11
Q149832	'Kingdom of Kurdistan'@en	count	11
Q15243157	'Luwu'@en	count	11
Q1540575	'Gozo'@en	count	11
Q1545942	'Nawanagar State'@en	count	11
Q15535871	'Uzbek Khanate'@en	count	11
Q1614427	'Montpellier seigneury'@en	count	11
Q1627613	'Republic of Ancona'@en	count	11
Q1629505	'Kingdom of Bamum'@en	count	11
Q1638408	'Rinpungpa'@en	count	11
Q1649290	'Idel-Ural State'@en	count	11
Q16881283	'Sultanate of Muscat'@en	count	11
Q17030701	'Kingdom of Tlemcen'@en	count	11
Q1760404	'Uqaylid Dynasty'@en	count	11
Q1761381	'Giudicato of Logudoro'@en	count	11
Q176466	'Rewa State'@en	count	11
Q1796223	'Kingdom of Lunda'@en	count	11
Q180235	'Wadhwan State'@en	count	11
Q1812976	'Emirate of Trarza'@en	count	11
Q18164260	'Radhanpur State'@en	count	11
Q182279	'Fadhli Sultanate'@en	count	11
Q19837669	'Principality of Salm'@en	count	11
Q1994569	'Taifa of Silves'@en	count	11
Q2042616	'Chalkidian League'@en	count	11
Q2077765	'Taifa of Santa Maria do Algarve'@en	count	11
Q2109946	'Principality of Galilee'@en	count	11
Q2121850	'Aqrabi'@en	count	11
Q21694591	'Takasago'@en	count	11
Q2247225	'Tarumanagara'@en	count	11
Q2297073	'Giudicato of Cagliari'@en	count	11
Q2436604	'Taifa of Mértola'@en	count	11
Q2506068	'Azadistan'@en	count	11
Q2534729	'Tournaisis'@en	count	11
Q2564694	'Powys Fadog'@en	count	11
Q2576305	'Duchy of Croatia'@en	count	11
Q2580032	'Taifa of Almería'@en	count	11
Q2593459	'Provisional Government of Hawaii'@en	count	11
Q2594661	'Kingdom of Gwent'@en	count	11
Q2620668	'Kingdom of Viguera'@en	count	11
Q26234049	'Brussels Republic'@en	count	11
Q2626105	'Kingdom of Sophene'@en	count	11
Q2670639	'Powys Wenwynwyn'@en	count	11
Q303836	'Republic of Tarnobrzeg'@en	count	11
Q30609	'Independent Macedonia'@en	count	11
Q3079884	'Fuladu'@en	count	11
Q3177676	'Pakuan Pajajaran'@en	count	11
Q3233989	'Lanfang Republic'@en	count	11
Q3324546	'Sovereign Council of Asturias and León'@en	count	11
Q3326429	'Mount Lebanon Mutasarrifate'@en	count	11
Q3338842	'State of Maranhão and Piauí'@en	count	11
Q3339389	'State of Grão-Pará and Rio Negro'@en	count	11
Q3393334	'Signoria of Florence'@en	count	11
Q3456469	'Republic of Liège'@en	count	11
Q3496573	'Republic of Zamboanga'@en	count	11
Q3530610	'Thanjavur Maratha kingdom'@en	count	11
Q3566568	'Wassoulou'@en	count	11
Q369587	'Kingdom of Kakongo'@en	count	11
Q3932080	'Kingdom of Sardinia and Corsica'@en	count	11
Q3960415	'Signoria di Correggio'@en	count	11
Q4167201	'Dosso Kingdom'@en	count	11
Q4453003	'Tashkent State'@en	count	11
Q49322	'Demak'@en	count	11
Q501684	'Kingdom of Gomma'@en	count	11
Q507346	'Baté Empire'@en	count	11
Q5483255	'Republic of Quito'@en	count	11
Q5675285	'Kazembe'@en	count	11
Q616965	'State of Grão-Pará and Maranhão'@en	count	11
Q62389	'Icelandic Commonwealth'@en	count	11
Q6412538	'Kingdom of Araba'@en	count	11
Q6412613	'Kingdom of Kano'@en	count	11
Q648046	'United Duchies of Jülich-Cleves-Berg'@en	count	11
Q65037349	'Saffarid Empire'@en	count	11
Q6741448	'Commonwealth realm of Malawi'@en	count	11
Q680997	'Principality of Lower Pannonia'@en	count	11
Q7308003	'Regency Council'@en	count	11
Q7314513	'Republic of South Carolina'@en	count	11
Q764697	'Taifa of Orihuela'@en	count	11
Q784963	'Anglo-Saxon England'@en	count	11
Q8067629	'Zazzau'@en	count	11
Q886986	'Kingdom of Lindsey'@en	count	11
Q889970	'Jorvik'@en	count	11
Q904346	'Kingdom of Desmond'@en	count	11
Q914898	'Kingdom of Khotan'@en	count	11
Q949268	'Nanda Empire'@en	count	11
Q96404668	'Emirate of Qatar'@en	count	11
Q976913	'Narsinghgarh State'@en	count	11
Q1029062	'Martyazo'@en	count	10
Q105633777	'British Protectorate of Qatar'@en	count	10
Q1067513	'Injuids'@en	count	10
Q1068171	'Tarhuntassa'@en	count	10
Q10950147	'Western Pomerania'@en	count	10
Q1099731	'Oghuz Yabgu State'@en	count	10
Q111967268	'Islamic government of Laristan'@en	count	10
Q112062660	'Portuguese Cochin'@en	count	10
Q1155101	'Jin'@en	count	10
Q11681694	'Republic of Spanish Haiti'@en	count	10
Q1186858	'Empire of Great Fulo'@en	count	10
Q11944481	'Raghogarh State'@en	count	10
Q1257607	'United Nations Transitional Administration for Eastern Slavonia, Baranja and Western Sirmium'@en	count	10
Q1261743	'Samthar State'@en	count	10
Q1311805	'Travunia'@en	count	10
Q13134747	'Batavian Commonwealth'@en	count	10
Q1324889	'Beylik of Germiyan'@en	count	10
Q1357404	'Chiang Hung'@en	count	10
Q13576027	'Prome Kingdom'@en	count	10
Q1367119	'Upper Yafa'@en	count	10
Q1398212	'Rhodanic Republic'@en	count	10
Q1400780	'Sailana State'@en	count	10
Q143309	'Counts of Louvain'@en	count	10
Q1461024	'Kingdom of Yamma'@en	count	10
Q1471373	'Saloum'@en	count	10
Q14920623	'Commonwealth realm of Sierra Leone'@en	count	10
Q1515009	'Duchy of Greater Poland'@en	count	10
Q1541812	'County of Troyes'@en	count	10
Q1550130	'Kingdom of Artsakh'@en	count	10
Q1588594	'Panna State'@en	count	10
Q1607154	'Savanur State'@en	count	10
Q16624774	'Kingdom of Nicoya'@en	count	10
Q16850784	'Kingdom of Jolof'@en	count	10
Q1709337	'Kingdom of Nekor'@en	count	10
Q17311418	'Guler State'@en	count	10
Q1796232	'Kingdom of Ndongo'@en	count	10
Q187461	'Kingdom of Hereti'@en	count	10
Q1949159	'Black Sea Soviet Republic'@en	count	10
Q1951726	'Mudhol State'@en	count	10
Q2028318	'Gurian Republic'@en	count	10
Q2047076	'Yenisei Kyrgyz Khaganate'@en	count	10
Q2081763	'Taifa of Saltés and Huelva'@en	count	10
Q209327	'Kuba Kingdom'@en	count	10
Q20973653	'Kingdom of Munster'@en	count	10
Q2122988	'Zamorin of Calicut'@en	count	10
Q2145397	'Goshen'@en	count	10
Q2166417	'Taifa of Lérida'@en	count	10
Q220167	'Lydenburg Republic'@en	count	10
Q2314963	'Kingdom of Cusco'@en	count	10
Q2327097	'Imperial City of Windsheim'@en	count	10
Q2327139	'Taifa of Guadix and Baza'@en	count	10
Q2368545	'Surguja State'@en	count	10
Q2370784	'Shun Dynasty'@en	count	10
Q2390604	'Taifa of Arcos'@en	count	10
Q2552742	'Northland State'@en	count	10
Q2579852	'Taurida Soviet Socialist Republic'@en	count	10
Q2620565	'Taifa of Lisbon'@en	count	10
Q2634240	'Asahan Sultanate'@en	count	10
Q2657134	'Kingdom of Albania'@en	count	10
Q2670895	'Taifa of Alpuente'@en	count	10
Q2671329	'Taifa of Calatayud'@en	count	10
Q2723760	'Giudicato of Gallura'@en	count	10
Q27842	'Kingdom of Singapura'@en	count	10
Q282350	'Land of Punt'@en	count	10
Q283330	'County of Buren'@en	count	10
Q2991084	'county of Anjou'@en	count	10
Q3175929	'Mirdasid dynasty'@en	count	10
Q3359147	'Videha'@en	count	10
Q3446243	'Kingdom of Ait Abbas'@en	count	10
Q3456373	'Republic of Brescia'@en	count	10
Q3482103	'Shilluk Kingdom'@en	count	10
Q3556993	'Viscounty of Léon'@en	count	10
Q3623202	'District of Branković'@en	count	10
Q3653113	'Kingdom of Syunik'@en	count	10
Q3847034	'Margraviate of Istria'@en	count	10
Q39082339	'Saffarid State'@en	count	10
Q3933247	'Republic of Noli'@en	count	10
Q4060371	'Alabama in the American Civil War'@en	count	10
Q4127081	'Provisional Ferghana government'@en	count	10
Q4199254	'Sultanate Taranchinsky'@en	count	10
Q4401303	'Butuan (historical polity)'@en	count	10
Q4416710	'SAO Western Slavonia'@en	count	10
Q4529862	'Principality of Èdesskoe'@en	count	10
Q4783395	'Xianbei state'@en	count	10
Q4903979	'Bida Emirate'@en	count	10
Q4955540	'Brahmana Hindu Shahis of Afghanistan'@en	count	10
Q532048	'Sandur State'@en	count	10
Q5369469	'Dumakru'@en	count	10
Q544636	'County of Verdun'@en	count	10
Q5692614	'Kingdom of Najera'@en	count	10
Q5694183	'taifa of Algeciras and Ronda'@en	count	10
Q605000	'North Caucasian Soviet Republic'@en	count	10
Q605199	'Vajji'@en	count	10
Q605292	'Kindah Kingdom'@en	count	10
Q6123742	'Second Republic (Dominican Republic)'@en	count	10
Q6415938	'Emirate of Dhala'@en	count	10
Q65182752	'State of El Salvador'@en	count	10
Q68256371	'State of Costa Rica'@en	count	10
Q696913	'Banat of Temeswar'@en	count	10
Q703340	'Wiman Joseon'@en	count	10
Q715210	'Geumgwan Gaya'@en	count	10
Q7245103	'Principality of Gjirokastër'@en	count	10
Q786080	'Kombo'@en	count	10
Q7893618	'United Tribes of New Zealand'@en	count	10
Q8050352	'Yauri Emirate'@en	count	10
Q8146595	'Upingtonia'@en	count	10
Q818666	'Berar Sultanate'@en	count	10
Q825902	'Polish–Lithuanian union'@en	count	10
Q874283	'Latin League'@en	count	10
Q892292	'Bone Sultanate'@en	count	10
Q918500	'Bantva Manavadar State'@en	count	10
Q924833	'Kaarta'@en	count	10
Q932393	'Raigarh State'@en	count	10
Q9391434	'United Kingdom of Poland'@en	count	10
Q954891	'Free State of Waldeck-Pyrmont'@en	count	10
Q958477	'Republic of Utrecht'@en	count	10
Q96051590	'Republic „Otto Luoghi“'@en	count	10
Q9713085	'Lordship of Gibelet'@en	count	10
Q999297	'Maihar State'@en	count	10
Q104178033	'second taïfa of Ceuta'@en	count	9
Q104192511	'Taifa of Valencia (second period)'@en	count	9
Q10463	'Captaincy General of Venezuela'@en	count	9
Q1047069	'Kizzuwatna'@en	count	9
Q10715354	'Neo-Inca State'@en	count	9
Q10749897	'Ancient Hawaii'@en	count	9
Q10921634	'Khoshut Khanate'@en	count	9
Q110133597	'County of Vianden'@en	count	9
Q11089317	'North Shanxi Autonomous Government'@en	count	9
Q11237141	'Kalingga'@en	count	9
Q1152508	'Ducato di Brescia'@en	count	9
Q11621245	'Mongol United Autonomous Government'@en	count	9
Q1178974	'Daxi'@en	count	9
Q1183649	'Deccan sultanates'@en	count	9
Q11919179	'Taifa Tudela'@en	count	9
Q119695	'New Castile Governorate'@en	count	9
Q12163800	'Ukrainian State'@en	count	9
Q124298	'Marquisate of Bodonitsa'@en	count	9
Q12491034	'Kahuripan'@en	count	9
Q1269910	'Republic of Madawaska'@en	count	9
Q12739306	'Comrat Republic'@en	count	9
Q1278242	'Eastern States Union'@en	count	9
Q12816977	'Kanker State'@en	count	9
Q1353404	'Principality of Kastrioti'@en	count	9
Q1389743	'Kotoko kingdom'@en	count	9
Q1408641	'Sultanate of Gowa'@en	count	9
Q1411349	'County of Armagnac'@en	count	9
Q1444485	'Empire of Kitara'@en	count	9
Q145749	'Kingdom of Nri'@en	count	9
Q1462877	'Kingdom of Kaffa'@en	count	9
Q14759030	'Commonwealth realm of Mauritius'@en	count	9
Q1493766	'Gao Empire'@en	count	9
Q16178404	'Giri Sunanate'@en	count	9
Q1641428	'Upper Aulaqi Sheikhdom'@en	count	9
Q1642472	'Tondo (historical polity)'@en	count	9
Q16761250	'Republika Srpska'@en	count	9
Q1681450	'Jamkhandi State'@en	count	9
Q16824250	'West Breifne'@en	count	9
Q16826607	'State of Bahrain'@en	count	9
Q1683696	'Diarra'@en	count	9
Q1683756	'Jasdan State'@en	count	9
Q16838406	'Gangpur State'@en	count	9
Q17062152	'Takasankoku'@en	count	9
Q1716449	'Kingdom of Whydah'@en	count	9
Q1778868	'Kingdom of Gumma'@en	count	9
Q1784316	'Koriya'@en	count	9
Q18085321	'Republic of Pirates'@en	count	9
Q18111824	'Dhrol State'@en	count	9
Q1878022	'Emirate of Bari'@en	count	9
Q1900717	'Margraviate of Brandenburg-Küstrin'@en	count	9
Q1949209	'Taifa of Lorca'@en	count	9
Q1964552	'Nandgaon State'@en	count	9
Q1965597	'Anuradhapura Kingdom'@en	count	9
Q1991460	'Ulaid'@en	count	9
Q1991742	'Kingdom of Alba'@en	count	9
Q20732380	'Empire of Harsha'@en	count	9
Q2121839	'Alawi'@en	count	9
Q2128715	'Rajgarh State'@en	count	9
Q2153653	'Taifa of Segorbe'@en	count	9
Q2293827	'Terek Soviet Republic'@en	count	9
Q2324047	'County of Apulia'@en	count	9
Q2398434	'Taifa of Murviedro and Sagunto'@en	count	9
Q2424187	'Kingdom of Rarotonga'@en	count	9
Q2460357	'Chincha people'@en	count	9
Q2478615	'Taifa of Jerez'@en	count	9
Q2548724	'Taifa of Jaén'@en	count	9
Q2643374	'Taifa of Santarém'@en	count	9
Q2658252	'Yamato (state)'@en	count	9
Q2830724	'Beylik of Alaiye'@en	count	9
Q2902588	'Damot'@en	count	9
Q2919545	'Principality of Svaneti'@en	count	9
Q2958284	'Taifa of Menorca'@en	count	9
Q3107156	'Kilwa Sultanate'@en	count	9
Q3136850	'Kingdom of Sitawaka'@en	count	9
Q3196064	'Danube Bulgar Khanate'@en	count	9
Q3242360	'Licchavi'@en	count	9
Q33235	'Upper Burgundy'@en	count	9
Q3446147	'Royaume d\'Yvetot'@en	count	9
Q3456432	'République des Sept-Dizains'@en	count	9
Q3511905	'First Nigerian Republic'@en	count	9
Q35583423	'Emirate of  Almathami'@en	count	9
Q3591852	'Free State of Antioquia'@en	count	9
Q368986	'Republic of Mississippi'@en	count	9
Q373988	'Beylik of Teke'@en	count	9
Q3773496	'Kingdom of Gibraltar'@en	count	9
Q3960417	'Signoria di Carrara'@en	count	9
Q4056388	'Government of Inner Mongolia'@en	count	9
Q4397920	'Russia Eastern Outskirts'@en	count	9
Q4401190	'Rutul Federation'@en	count	9
Q454941	'Amarasi'@en	count	9
Q463845	'Landgraviate of Hesse-Rotenburg'@en	count	9
Q4765854	'Shan States'@en	count	9
Q4848487	'Bailundu'@en	count	9
Q5555325	'Dominion of Ghana'@en	count	9
Q558596	'Hadiya Kingdom'@en	count	9
Q55979574	'Duchy of Thouars'@en	count	9
Q568452	'Restoration in Switzerland'@en	count	9
Q572222	'County of Horne'@en	count	9
Q5919137	'Visigothic interregnum'@en	count	9
Q596092	'Kingdom of Zimbabwe'@en	count	9
Q605930	'Taifa of Tortosa'@en	count	9
Q635394	'Massina Empire'@en	count	9
Q6427080	'Kolathunadu'@en	count	9
Q65051443	'Sheikhdom of al-`Irqa'@en	count	9
Q65079691	'Western Togoland'@en	count	9
Q660393	'Lower Lotharingia'@en	count	9
Q68253870	'State of Honduras'@en	count	9
Q684430	'Rauracian Republic'@en	count	9
Q705598	'Wituland'@en	count	9
Q713393	'Okjeo'@en	count	9
Q719183	'Arewa'@en	count	9
Q739722	'Wahidi Bir Ali'@en	count	9
Q7416493	'Kingdom of Reman'@en	count	9
Q7784940	'Third Republic of Madagascar'@en	count	9
Q794210	'Aztec Triple Alliance'@en	count	9
Q797579	'Baban'@en	count	9
Q806019	'Bamra State'@en	count	9
Q807069	'Baoni State'@en	count	9
Q837326	'Principality of Nitra'@en	count	9
Q862518	'Geledi Sultanate'@en	count	9
Q877670	'Muzaffarids of Iran'@en	count	9
Q889374	'Warsangali Sultanate'@en	count	9
Q904766	'Heungyo'@en	count	9
Q905131	'Kingdom of Breifne'@en	count	9
Q932487	'Miraj Senior'@en	count	9
Q967246	'Ngoyo'@en	count	9
Q1028614	'Eastern Liao'@en	count	8
Q104192518	'Taifa of Valencia (third period)'@en	count	8
Q1054032	'Duchy of Estonia'@en	count	8
Q105633625	'Emirate of Bahrain (1783–1971)'@en	count	8
Q107669407	'Rustamid kingdom'@en	count	8
Q10920088	'Zhou dynasty (1678–1681)'@en	count	8
Q10955123	'South Chahar Autonomous Government'@en	count	8
Q1096374	'Banu Ilyas'@en	count	8
Q11026135	'Principality of Salm'@en	count	8
Q111805383	'Qarmatian state'@en	count	8
Q11240305	'Kartosuro'@en	count	8
Q1188046	'Yan'@en	count	8
Q11910203	'Al-Busi'@en	count	8
Q1193554	'Guge'@en	count	8
Q12054859	'Slovak People\'s Republic'@en	count	8
Q1237976	'Palanpur Agency'@en	count	8
Q12448145	'Maukhari'@en	count	8
Q12491026	'Aru Kingdom'@en	count	8
Q12491396	'Sultanate of Buton'@en	count	8
Q12491399	'Kutai (Sultanate)'@en	count	8
Q12660335	'Kashi'@en	count	8
Q12793818	'Kobarid Republic'@en	count	8
Q13093931	'Janggala'@en	count	8
Q1311704	'Zachlumia'@en	count	8
Q1322953	'Kingdom of Sanwi'@en	count	8
Q1329944	'Chedi Kingdom'@en	count	8
Q1331184	'Vatsa'@en	count	8
Q1337764	'Daura Emirate'@en	count	8
Q13414776	'Western Chu'@en	count	8
Q144395	'Zainabad'@en	count	8
Q1468426	'Ennarea'@en	count	8
Q15241296	'Union of Burma'@en	count	8
Q15824804	'Kénédougou Kingdom'@en	count	8
Q1614435	'Lordship of Rostock'@en	count	8
Q1623936	'Kingdom of Garo'@en	count	8
Q1644002	'Gyaaman'@en	count	8
Q1651832	'Thaton Kingdom'@en	count	8
Q1656775	'Kingdom of Lithuania'@en	count	8
Q16673775	'Kingdom of Kampuchea'@en	count	8
Q16824911	'Bukhar Khudahs'@en	count	8
Q1683780	'Jashpur State'@en	count	8
Q17034723	'Jiaodong Kingdom'@en	count	8
Q17176539	'County of Aversa'@en	count	8
Q17355516	'Kingdom of Voss'@en	count	8
Q1759078	'Kingdom of Jimma'@en	count	8
Q1760729	'Alashiya'@en	count	8
Q1776972	'Ramdurg State'@en	count	8
Q1852814	'Provisional Government of Western Thrace'@en	count	8
Q1897800	'Wahidi Balhaf'@en	count	8
Q1929769	'Land of Nod'@en	count	8
Q1936158	'Minyue'@en	count	8
Q197913	'Zhongshan'@en	count	8
Q19929935	'Commonwealth realm of Tanganyika'@en	count	8
Q2030487	'Airgíalla'@en	count	8
Q2147037	'Rewa Kantha Agency'@en	count	8
Q21590889	'Dar al Kuti'@en	count	8
Q2183293	'Duchy of Belz'@en	count	8
Q21843649	'Khanate of Nishapur'@en	count	8
Q2249661	'United Provinces of New Granada'@en	count	8
Q2287491	'Qedarite'@en	count	8
Q2328476	'Taifa of Segura'@en	count	8
Q2337275	'Kingdom of Rajarata'@en	count	8
Q2346056	'Kingdom of Livonia'@en	count	8
Q2410637	'Beylik of Hamid'@en	count	8
Q2463081	'Taifa of Constantina and Hornachuelos'@en	count	8
Q2481399	'Osrūshana'@en	count	8
Q2522604	'Taifa of Tejada'@en	count	8
Q25423982	'Sultanate of Grande Comore'@en	count	8
Q25459957	'Kingdom of Banggai'@en	count	8
Q2553863	'White Horde'@en	count	8
Q2625228	'League Federal'@en	count	8
Q2666791	'Taifa of Morón'@en	count	8
Q267256	'Dian Kingdom'@en	count	8
Q2784785	'Kingdom of the Gepids'@en	count	8
Q2967804	'Château-Regnault'@en	count	8
Q3032694	'Taifa of Purchena'@en	count	8
Q33242	'Lower Burgundy'@en	count	8
Q3327860	'Celtic kingdom of Ireland'@en	count	8
Q3446159	'Cornouaille'@en	count	8
Q3446211	'Paser Sultanate'@en	count	8
Q3446273	'Emirate of Tlemcen'@en	count	8
Q3477825	'Lordship of Carpi'@en	count	8
Q3503437	'Ming Xia'@en	count	8
Q3509510	'Second Nigerian Republic'@en	count	8
Q3591854	'Free and Independent State of Cundinamarca'@en	count	8
Q3607864	'Albania Satrapy'@en	count	8
Q3675486	'Mukriyan'@en	count	8
Q3827580	'Banu Khazrun'@en	count	8
Q3877418	'Ibelin'@en	count	8
Q3921984	'Principality of Pavia'@en	count	8
Q4114520	'Military Council (Georgia)'@en	count	8
Q4199295	'Elisu Sultanate'@en	count	8
Q4224859	'Principality of Trinidad'@en	count	8
Q4285171	'Gornyy Uzel Matcha'@en	count	8
Q4430531	'Soi︠u︡z obʺedinennykh gort︠s︡ev Gorskai︠a︡ Respublika'@en	count	8
Q4833446	'Second Turkic Khaganate'@en	count	8
Q48723590	'Kingdom of Limmu-Ennarea'@en	count	8
Q500965	'Kingdom of Gera'@en	count	8
Q5327935	'East Breifne'@en	count	8
Q5519387	'Galuh Kingdom'@en	count	8
Q552241	'Akhiyawa'@en	count	8
Q558603	'Panchala'@en	count	8
Q567986	'Fortriu'@en	count	8
Q6389173	'Kengcheng'@en	count	8
Q64576860	'Lordship of Bologna'@en	count	8
Q669317	'Bidar Sultanate'@en	count	8
Q6987126	'Negara Daha'@en	count	8
Q7314427	'Republic of Baja California'@en	count	8
Q736217	'Contado di Molise'@en	count	8
Q751372	'Maflahi'@en	count	8
Q761370	'Aro Confederacy'@en	count	8
Q781935	'Principality of Benevento'@en	count	8
Q799797	'Bafut Subdivision'@en	count	8
Q8008721	'Huan Chu'@en	count	8
Q810432	'Basoda State'@en	count	8
Q810557	'Bastar State'@en	count	8
Q83444	'Kingdom of Corsica'@en	count	8
Q848383	'Duchy of Rome'@en	count	8
Q85775800	'Lands of the Bohemian Crown'@en	count	8
Q85861952	'Duchy of Bojano'@en	count	8
Q862467	'Kingdom of Sine'@en	count	8
Q862478	'Kaabu'@en	count	8
Q872644	'Rugiland'@en	count	8
Q874561	'Later Liao'@en	count	8
Q892061	'Bonai State'@en	count	8
Q909650	'Ara Gaya'@en	count	8
Q932370	'Changbhakar'@en	count	8
Q933413	'Jath State'@en	count	8
Q97383678	'Heian Japan'@en	count	8
Q1002606	'Buhaya'@en	count	7
Q107422155	'early medieval England'@en	count	7
Q10841085	'Đại Cồ Việt'@en	count	7
Q10884385	'Dai'@en	count	7
Q10888424	'Wakoku'@en	count	7
Q11352710	'Ikikoku'@en	count	7
Q11410904	'Ancient Izumo'@en	count	7
Q1147373	'Dongdan Kingdom'@en	count	7
Q1186434	'Muang Phuan'@en	count	7
Q1190905	'Duchy of Pannonian Croatia'@en	count	7
Q11917803	'Al-Dhubi'@en	count	7
Q1193806	'Shu'@en	count	7
Q12229205	'Uyunid Emirate'@en	count	7
Q12491059	'Kingdom of Sumedang Larang'@en	count	7
Q12491400	'Pelalawan Sultanate'@en	count	7
Q1251091	'Salyan Sultanate'@en	count	7
Q1254667	'Beylik of Erzincan'@en	count	7
Q1257454	'Paddan Aram'@en	count	7
Q1291919	'Yan'@en	count	7
Q1317579	'Kedah Sultanate'@en	count	7
Q1319681	'Qi'@en	count	7
Q1327602	'Wei'@en	count	7
Q1330149	'Surasena'@en	count	7
Q1351979	'Stavropol Soviet Republic'@en	count	7
Q1358851	'Zhangzhung'@en	count	7
Q14550041	'Banovina of Croatia (medieval)'@en	count	7
Q1457519	'Udaipur State'@en	count	7
Q15075493	'Grand Duchy of Rusʹ'@en	count	7
Q15104874	'Ailech'@en	count	7
Q1618896	'Rus\' Khaganate'@en	count	7
Q16427214	'Iceland under home rule'@en	count	7
Q1688151	'Kingdom of Thomond'@en	count	7
Q17025489	'Kingdom of Chakla'@en	count	7
Q17355515	'Kingdom of Telemark'@en	count	7
Q1778255	'Sarangarh State'@en	count	7
Q1798703	'Sonepur State'@en	count	7
Q18126839	'Kingdom of Pong'@en	count	7
Q1843786	'Anhalt-Bernburg-Schaumburg-Hoym'@en	count	7
Q1886032	'Vạn Xuân'@en	count	7
Q1951905	'Muhammadgarh State'@en	count	7
Q1963593	'Nagod State'@en	count	7
Q1967878	'Land of Uz'@en	count	7
Q19840305	'Kongsi federation'@en	count	7
Q19892830	'Kingdom of Coorg'@en	count	7
Q19937663	'Republic of Vinica'@en	count	7
